Steppingstone sampler:
        No Stones:                  100
        Start It:                   10100001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-3.326787	-3.326787
1	0.950747	7500	-3.275532	-6.602319
2	0.926679	7500	-3.225588	-9.827907
3	0.902980	7500	-3.183737	-13.011643
4	0.879648	7500	-3.128593	-16.140237
5	0.856682	7500	-3.078456	-19.218692
6	0.834079	7500	-3.028199	-22.246891
7	0.811838	7500	-2.988892	-25.235783
8	0.789957	7500	-2.942735	-28.178518
9	0.768433	7500	-2.896483	-31.075001
10	0.747266	7500	-2.847486	-33.922487
11	0.726452	7500	-2.798492	-36.720979
12	0.705989	7500	-2.752173	-39.473152
13	0.685877	7500	-2.712777	-42.185928
14	0.666112	7500	-2.661490	-44.847419
15	0.646693	7500	-2.615517	-47.462935
16	0.627618	7500	-2.571246	-50.034181
17	0.608884	7500	-2.524505	-52.558686
18	0.590490	7500	-2.480462	-55.039148
19	0.572433	7500	-2.432985	-57.472133
20	0.554712	7500	-2.391078	-59.863211
21	0.537324	7500	-2.346121	-62.209332
22	0.520268	7500	-2.303756	-64.513088
23	0.503540	7500	-2.261652	-66.774740
24	0.487139	7500	-2.216935	-68.991675
25	0.471063	7500	-2.171855	-71.163531
26	0.455310	7500	-2.131711	-73.295242
27	0.439877	7500	-2.088243	-75.383485
28	0.424762	7500	-2.050136	-77.433621
29	0.409963	7500	-2.004293	-79.437914
30	0.395478	7500	-1.963700	-81.401614
31	0.381305	7500	-1.926179	-83.327793
32	0.367440	7500	-1.883656	-85.211449
33	0.353883	7500	-1.841750	-87.053200
34	0.340630	7500	-1.799733	-88.852933
35	0.327680	7500	-1.762033	-90.614966
36	0.315030	7500	-1.723033	-92.337999
37	0.302677	7500	-1.685098	-94.023096
38	0.290619	7500	-1.644407	-95.667503
39	0.278855	7500	-1.603143	-97.270646
40	0.267381	7500	-1.576629	-98.847275
41	0.256195	7500	-1.531234	-100.378509
42	0.245294	7500	-1.489096	-101.867605
43	0.234677	7500	-1.460102	-103.327707
44	0.224340	7500	-1.416502	-104.744210
45	0.214281	7500	-1.385485	-106.129695
46	0.204498	7500	-1.348983	-107.478677
47	0.194988	7500	-1.309420	-108.788097
48	0.185749	7500	-1.274565	-110.062662
49	0.176777	7500	-1.238303	-111.300965
50	0.168070	7500	-1.209485	-112.510450
51	0.159626	7500	-1.169385	-113.679835
52	0.151441	7500	-1.133976	-114.813811
53	0.143514	7500	-1.102957	-115.916768
54	0.135841	7500	-1.072054	-116.988822
55	0.128420	7500	-1.037817	-118.026639
56	0.121247	7500	-0.998696	-119.025335
57	0.114320	7500	-0.974129	-119.999464
58	0.107637	7500	-0.939672	-120.939136
59	0.101193	7500	-0.908769	-121.847905
60	0.094986	7500	-0.879202	-122.727107
61	0.089014	7500	-0.858454	-123.585561
62	0.083273	7500	-0.818202	-124.403763
63	0.077760	7500	-0.799177	-125.202940
64	0.072472	7500	-0.755151	-125.958091
65	0.067406	7500	-0.739136	-126.697227
66	0.062558	7500	-0.706063	-127.403290
67	0.057926	7500	-0.669572	-128.072861
68	0.053506	7500	-0.644558	-128.717420
69	0.049295	7500	-0.621859	-129.339279
70	0.045289	7500	-0.592430	-129.931709
71	0.041485	7500	-0.573521	-130.505230
72	0.037880	7500	-0.547487	-131.052717
73	0.034469	7500	-0.523021	-131.575739
74	0.031250	7500	-0.489505	-132.065244
75	0.028218	7500	-0.467516	-132.532760
76	0.025370	7500	-0.434835	-132.967595
77	0.022702	7500	-0.419160	-133.386756
78	0.020209	7500	-0.389181	-133.775937
79	0.017889	7500	-0.371651	-134.147588
80	0.015736	7500	-0.351771	-134.499360
81	0.013746	7500	-0.321268	-134.820627
82	0.011916	7500	-0.300571	-135.121199
83	0.010240	7500	-0.279204	-135.400403
84	0.008714	7500	-0.273861	-135.674264
85	0.007334	7500	-0.251400	-135.925664
86	0.006093	7500	-0.235208	-136.160872
87	0.004988	7500	-0.231319	-136.392191
88	0.004013	7500	-0.190724	-136.582914
89	0.003162	7500	-0.183332	-136.766247
90	0.002430	7500	-0.154675	-136.920922
91	0.001810	7500	-0.132278	-137.053200
92	0.001296	7500	-0.116974	-137.170174
93	0.000882	7500	-0.094822	-137.264995
94	0.000559	7500	-0.078114	-137.343109
95	0.000320	7500	-0.059794	-137.402903
96	0.000156	7500	-0.039572	-137.442474
97	0.000057	7500	-0.022994	-137.465469
98	0.000010	7500	-0.011583	-137.477052
99	0.000000	7500	-0.002450	-137.479502
Log marginal likelihood:	-137.479502
