Steppingstone sampler:
        No Stones:                  100
        Start It:                   10100001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-3.187563	-3.187563
1	0.950747	7500	-3.140663	-6.328225
2	0.926679	7500	-3.099787	-9.428012
3	0.902980	7500	-3.055227	-12.483239
4	0.879648	7500	-3.002204	-15.485444
5	0.856682	7500	-2.954183	-18.439626
6	0.834079	7500	-2.907410	-21.347037
7	0.811838	7500	-2.861799	-24.208835
8	0.789957	7500	-2.821968	-27.030804
9	0.768433	7500	-2.770507	-29.801310
10	0.747266	7500	-2.731720	-32.533030
11	0.726452	7500	-2.683170	-35.216199
12	0.705989	7500	-2.640395	-37.856595
13	0.685877	7500	-2.595920	-40.452515
14	0.666112	7500	-2.556774	-43.009289
15	0.646693	7500	-2.515835	-45.525124
16	0.627618	7500	-2.465622	-47.990746
17	0.608884	7500	-2.425995	-50.416741
18	0.590490	7500	-2.381412	-52.798153
19	0.572433	7500	-2.344227	-55.142380
20	0.554712	7500	-2.297132	-57.439512
21	0.537324	7500	-2.258784	-59.698296
22	0.520268	7500	-2.213072	-61.911367
23	0.503540	7500	-2.178055	-64.089423
24	0.487139	7500	-2.132944	-66.222367
25	0.471063	7500	-2.090617	-68.312984
26	0.455310	7500	-2.050702	-70.363685
27	0.439877	7500	-2.009255	-72.372940
28	0.424762	7500	-1.964554	-74.337495
29	0.409963	7500	-1.930933	-76.268428
30	0.395478	7500	-1.887646	-78.156074
31	0.381305	7500	-1.856074	-80.012148
32	0.367440	7500	-1.811688	-81.823837
33	0.353883	7500	-1.773057	-83.596893
34	0.340630	7500	-1.736414	-85.333307
35	0.327680	7500	-1.710464	-87.043771
36	0.315030	7500	-1.658157	-88.701928
37	0.302677	7500	-1.625901	-90.327830
38	0.290619	7500	-1.589599	-91.917429
39	0.278855	7500	-1.551489	-93.468918
40	0.267381	7500	-1.511068	-94.979986
41	0.256195	7500	-1.480011	-96.459997
42	0.245294	7500	-1.439916	-97.899913
43	0.234677	7500	-1.399643	-99.299555
44	0.224340	7500	-1.360266	-100.659821
45	0.214281	7500	-1.328982	-101.988803
46	0.204498	7500	-1.305289	-103.294092
47	0.194988	7500	-1.264205	-104.558297
48	0.185749	7500	-1.235545	-105.793842
49	0.176777	7500	-1.200903	-106.994745
50	0.168070	7500	-1.167252	-108.161997
51	0.159626	7500	-1.133507	-109.295504
52	0.151441	7500	-1.097632	-110.393136
53	0.143514	7500	-1.066830	-111.459967
54	0.135841	7500	-1.035183	-112.495149
55	0.128420	7500	-1.008317	-113.503466
56	0.121247	7500	-0.974794	-114.478260
57	0.114320	7500	-0.949301	-115.427561
58	0.107637	7500	-0.914296	-116.341857
59	0.101193	7500	-0.889860	-117.231717
60	0.094986	7500	-0.856511	-118.088228
61	0.089014	7500	-0.823541	-118.911769
62	0.083273	7500	-0.794075	-119.705844
63	0.077760	7500	-0.771525	-120.477369
64	0.072472	7500	-0.746078	-121.223447
65	0.067406	7500	-0.709916	-121.933363
66	0.062558	7500	-0.677453	-122.610815
67	0.057926	7500	-0.655538	-123.266353
68	0.053506	7500	-0.636441	-123.902794
69	0.049295	7500	-0.597911	-124.500705
70	0.045289	7500	-0.569542	-125.070247
71	0.041485	7500	-0.542385	-125.612632
72	0.037880	7500	-0.522868	-126.135501
73	0.034469	7500	-0.501028	-126.636529
74	0.031250	7500	-0.469518	-127.106047
75	0.028218	7500	-0.445896	-127.551942
76	0.025370	7500	-0.423050	-127.974993
77	0.022702	7500	-0.396129	-128.371122
78	0.020209	7500	-0.372766	-128.743888
79	0.017889	7500	-0.358695	-129.102582
80	0.015736	7500	-0.326887	-129.429469
81	0.013746	7500	-0.312617	-129.742086
82	0.011916	7500	-0.295736	-130.037823
83	0.010240	7500	-0.279620	-130.317443
84	0.008714	7500	-0.254503	-130.571946
85	0.007334	7500	-0.235368	-130.807315
86	0.006093	7500	-0.219022	-131.026337
87	0.004988	7500	-0.204761	-131.231098
88	0.004013	7500	-0.190295	-131.421392
89	0.003162	7500	-0.174074	-131.595466
90	0.002430	7500	-0.149108	-131.744574
91	0.001810	7500	-0.137006	-131.881580
92	0.001296	7500	-0.116036	-131.997615
93	0.000882	7500	-0.092568	-132.090184
94	0.000559	7500	-0.076338	-132.166522
95	0.000320	7500	-0.053343	-132.219865
96	0.000156	7500	-0.036933	-132.256797
97	0.000057	7500	-0.023031	-132.279828
98	0.000010	7500	-0.010688	-132.290516
99	0.000000	7500	-0.002483	-132.292999
Log marginal likelihood:	-132.292999
