Steppingstone sampler:
        No Stones:                  100
        Start It:                   10100001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-2.769919	-2.769919
1	0.950747	7500	-2.746883	-5.516803
2	0.926679	7500	-2.691570	-8.208373
3	0.902980	7500	-2.643628	-10.852001
4	0.879648	7500	-2.622189	-13.474190
5	0.856682	7500	-2.592677	-16.066868
6	0.834079	7500	-2.528500	-18.595368
7	0.811838	7500	-2.498976	-21.094344
8	0.789957	7500	-2.457449	-23.551793
9	0.768433	7500	-2.402841	-25.954634
10	0.747266	7500	-2.393067	-28.347702
11	0.726452	7500	-2.344828	-30.692530
12	0.705989	7500	-2.313215	-33.005744
13	0.685877	7500	-2.263257	-35.269001
14	0.666112	7500	-2.235665	-37.504666
15	0.646693	7500	-2.202654	-39.707320
16	0.627618	7500	-2.160624	-41.867944
17	0.608884	7500	-2.124993	-43.992937
18	0.590490	7500	-2.082564	-46.075502
19	0.572433	7500	-2.061266	-48.136767
20	0.554712	7500	-2.004217	-50.140984
21	0.537324	7500	-1.974204	-52.115188
22	0.520268	7500	-1.928845	-54.044033
23	0.503540	7500	-1.908274	-55.952307
24	0.487139	7500	-1.875535	-57.827842
25	0.471063	7500	-1.838566	-59.666407
26	0.455310	7500	-1.795764	-61.462172
27	0.439877	7500	-1.775776	-63.237948
28	0.424762	7500	-1.729623	-64.967571
29	0.409963	7500	-1.699174	-66.666745
30	0.395478	7500	-1.667359	-68.334104
31	0.381305	7500	-1.621634	-69.955738
32	0.367440	7500	-1.592256	-71.547994
33	0.353883	7500	-1.558006	-73.106001
34	0.340630	7500	-1.534165	-74.640166
35	0.327680	7500	-1.503274	-76.143440
36	0.315030	7500	-1.473789	-77.617229
37	0.302677	7500	-1.438923	-79.056152
38	0.290619	7500	-1.393654	-80.449806
39	0.278855	7500	-1.374180	-81.823986
40	0.267381	7500	-1.344685	-83.168670
41	0.256195	7500	-1.296488	-84.465158
42	0.245294	7500	-1.266724	-85.731883
43	0.234677	7500	-1.258721	-86.990603
44	0.224340	7500	-1.221800	-88.212403
45	0.214281	7500	-1.187710	-89.400114
46	0.204498	7500	-1.161526	-90.561640
47	0.194988	7500	-1.130412	-91.692053
48	0.185749	7500	-1.097958	-92.790010
49	0.176777	7500	-1.060916	-93.850927
50	0.168070	7500	-1.032463	-94.883390
51	0.159626	7500	-0.999359	-95.882749
52	0.151441	7500	-1.010533	-96.893282
53	0.143514	7500	-0.941246	-97.834528
54	0.135841	7500	-0.930156	-98.764684
55	0.128420	7500	-0.892147	-99.656831
56	0.121247	7500	-0.874428	-100.531259
57	0.114320	7500	-0.854109	-101.385368
58	0.107637	7500	-0.827175	-102.212543
59	0.101193	7500	-0.797531	-103.010074
60	0.094986	7500	-0.752929	-103.763003
61	0.089014	7500	-0.756258	-104.519261
62	0.083273	7500	-0.708570	-105.227831
63	0.077760	7500	-0.682771	-105.910602
64	0.072472	7500	-0.677901	-106.588503
65	0.067406	7500	-0.647810	-107.236313
66	0.062558	7500	-0.623714	-107.860027
67	0.057926	7500	-0.599807	-108.459834
68	0.053506	7500	-0.569967	-109.029802
69	0.049295	7500	-0.578745	-109.608547
70	0.045289	7500	-0.529695	-110.138241
71	0.041485	7500	-0.507108	-110.645349
72	0.037880	7500	-0.484546	-111.129895
73	0.034469	7500	-0.474624	-111.604519
74	0.031250	7500	-0.442568	-112.047087
75	0.028218	7500	-0.421624	-112.468712
76	0.025370	7500	-0.403274	-112.871985
77	0.022702	7500	-0.387082	-113.259067
78	0.020209	7500	-0.373299	-113.632365
79	0.017889	7500	-0.347748	-113.980114
80	0.015736	7500	-0.341140	-114.321254
81	0.013746	7500	-0.306814	-114.628067
82	0.011916	7500	-0.310472	-114.938540
83	0.010240	7500	-0.273794	-115.212333
84	0.008714	7500	-0.279945	-115.492279
85	0.007334	7500	-0.230193	-115.722472
86	0.006093	7500	-0.230370	-115.952842
87	0.004988	7500	-0.208426	-116.161268
88	0.004013	7500	-0.215264	-116.376532
89	0.003162	7500	-0.169981	-116.546514
90	0.002430	7500	-0.145257	-116.691770
91	0.001810	7500	-0.127362	-116.819133
92	0.001296	7500	-0.121655	-116.940787
93	0.000882	7500	-0.085402	-117.026190
94	0.000559	7500	-0.074261	-117.100450
95	0.000320	7500	-0.057845	-117.158296
96	0.000156	7500	-0.037296	-117.195591
97	0.000057	7500	-0.023629	-117.219220
98	0.000010	7500	-0.010383	-117.229603
99	0.000000	7500	-0.002198	-117.231802
Log marginal likelihood:	-117.231802
